WB_Code,Year,Population,GDP,GDP_per_capita
LIE,2000,32645.0,2483889858.32312,76087.911114202
LIE,2001,33194.0,2491800558.77674,75067.8001680043
LIE,2002,33694.0,2688618747.38148,79795.1785891101
LIE,2003,34079.0,3070803051.42164,90108.3673647008
LIE,2004,34447.0,3454373797.74442,100280.831356705
LIE,2005,34753.0,3659319116.88057,105295.057027611
LIE,2006,35037.0,4000102086.14635,114167.939211301
LIE,2007,35262.0,4601429897.21468,130492.595349517
LIE,2008,35473.0,5081479840.08716,143249.227302093
LIE,2009,35742.0,4504375348.07038,126024.714567466
LIE,2010,36022.0,5082337238.44718,141089.812849014
LIE,2011,36312.0,5739706004.89616,158066.369379163
LIE,2012,36657.0,5456102482.28614,148842.035144342
LIE,2013,36984.0,6391708310.67727,172823.607794648
LIE,2014,37248.0,6657526979.72277,178735.153020908
LIE,2015,37494.0,6268515276.17441,167187.15730982
LIE,2016,37716.0,6237302033.50132,165375.491396259
LIE,2017,37962.0,6474308717.85289,170547.092298954
LIE,2018,38246.0,6692620691.84146,174988.775083446
LIE,2019,38563.0,6436467007.11932,166907.839305016
LIE,2020,38901.0,6405870210.32293,164671.093553454
LIE,2021,39182.0,7912602342.18895,201944.830335076
LIE,2022,39493.0,7426856242.7736,188055.003235348
LIE,2023,39846.0,8239379403.22096,206780.590353385
LIE,2024,40450.0,,
LKA,1960,9661389.0,1409873949.57983,145.928701305768
LKA,1961,9899372.0,1444327731.09244,145.900945139998
LKA,1962,10143754.0,1434156378.60082,141.383197837884
LKA,1963,10395040.0,1240672268.90756,119.352332353465
LKA,1964,10653397.0,1309747899.15966,122.941808998544
LKA,1965,10916965.0,1698319327.73109,155.566984755479
LKA,1966,11183928.0,1751470588.23529,156.606032177183
LKA,1967,11457328.0,1859465020.57613,162.294823066611
LKA,1968,11736088.0,1801344537.81513,153.48764748655
LKA,1969,12013858.0,1965546218.48739,163.60657987529
LKA,1970,12287110.0,2296470588.23529,186.900791824546
LKA,1971,12551910.0,2369308600.33727,188.760802167739
LKA,1972,12809205.0,2553936348.40871,199.38289288123
LKA,1973,13060916.0,2875625000.0,220.170239208337
LKA,1974,13305693.0,3574586466.16541,268.650905004753
LKA,1975,13548984.0,3791298145.50642,279.82158260032
LKA,1976,13796770.0,3591319857.31272,260.301495010261
LKA,1977,14049371.0,4104509582.86359,292.148992496788
LKA,1978,14310128.0,2733183856.50224,190.996464636951
LKA,1979,14579614.0,3364611432.24149,230.775069370251
LKA,1980,14847974.0,4024621899.57653,271.055290073685
LKA,1981,15099414.0,4415844155.84416,292.45135975768
LKA,1982,15286567.0,4768765016.81884,311.957878889278
LKA,1983,15388794.0,5167913302.16745,335.823151714647
LKA,1984,15441860.0,6043474842.76729,391.369617569858
LKA,1985,15544154.0,5978460972.01767,384.611537689196
LKA,1986,15731256.0,6405210563.88294,407.164600454213
LKA,1987,15916576.0,6682167119.56522,419.824409443665
LKA,1988,16078621.0,6978371581.26375,434.015552780537
LKA,1989,16248557.0,6987267683.77254,430.02388973818
LKA,1990,16352458.0,8032551173.24014,491.213686238493
LKA,1991,16475354.0,9000362581.58086,546.292515570886
LKA,1992,16739284.0,9703011635.86585,579.655117618283
LKA,1993,17025918.0,10338679635.7616,607.231847102846
LKA,1994,17275773.0,11717604208.8223,678.268012020205
LKA,1995,17564068.0,13029697560.9756,741.838255293455
LKA,1996,17905018.0,13897738375.2488,776.192371057587
LKA,1997,18248200.0,15091913883.7091,827.035756058631
LKA,1998,18596003.0,15760736956.1852,847.533577843861
LKA,1999,18944731.0,15711933513.2831,829.356379527539
LKA,2000,19293054.0,16595882818.6857,860.199884304769
LKA,2001,19600362.0,15749753804.8344,803.544026627385
LKA,2002,19805752.0,16536535647.0834,834.936014905338
LKA,2003,19951521.0,18881765437.2151,946.382255128072
LKA,2004,20087605.0,20662525941.2985,1028.62068132555
LKA,2005,20216524.0,24405791044.7761,1207.21994764165
LKA,2006,20352411.0,28267410542.5164,1388.89739119932
LKA,2007,20492545.0,32350238760.4239,1578.63451125392
LKA,2008,20629378.0,40713826215.0093,1973.58476901287
LKA,2009,20756435.0,42066224093.0065,2026.65939950702
LKA,2010,20879089.0,58636049434.1871,2808.36244503709
LKA,2011,21009048.0,67753285896.6254,3224.95745150496
LKA,2012,21169458.0,70447217163.7784,3327.77613691283
LKA,2013,20585000.0,76976203829.4765,3739.43181100202
LKA,2014,20778000.0,82531125190.5224,3972.04375736464
LKA,2015,20970000.0,85090301052.0465,4057.7158346231
LKA,2016,21209000.0,88000211171.5956,4149.19190775593
LKA,2017,21453000.0,94369350285.5814,4398.88828068715
LKA,2018,21670000.0,94450015982.8405,4358.56095906047
LKA,2019,21803000.0,88998706296.5783,4081.94772722003
LKA,2020,21919000.0,84335574581.5072,3847.60137695639
LKA,2021,22156000.0,88556698937.7033,3996.96240014909
LKA,2022,22181000.0,74143020262.8076,3342.63650253855
LKA,2023,22037000.0,83716142582.1945,3798.89016573011
LKA,2024,21916000.0,98963185509.6499,4515.56787322732
LTU,1960,2778550.0,,
LTU,1961,2823550.0,,
LTU,1962,2863350.0,,
LTU,1963,2898950.0,,
LTU,1964,2935200.0,,
LTU,1965,2971450.0,,
LTU,1966,3008050.0,,
LTU,1967,3044400.0,,
LTU,1968,3078850.0,,
LTU,1969,3107321.0,,
LTU,1970,3139689.0,,
LTU,1971,3179041.0,,
LTU,1972,3213622.0,,
LTU,1973,3244438.0,,
LTU,1974,3273894.0,,
LTU,1975,3301652.0,,
LTU,1976,3328664.0,,
LTU,1977,3355036.0,,
LTU,1978,3379514.0,,
LTU,1979,3397842.0,,
LTU,1980,3413202.0,,
LTU,1981,3432947.0,,
LTU,1982,3457179.0,,
LTU,1983,3485192.0,,
LTU,1984,3514205.0,,
LTU,1985,3544543.0,,
LTU,1986,3578914.0,,
LTU,1987,3616367.0,,
LTU,1988,3655049.0,,
LTU,1989,3684255.0,,
LTU,1990,3697838.0,,
LTU,1991,3704134.0,,
LTU,1992,3700114.0,,
LTU,1993,3682613.0,,
LTU,1994,3657144.0,,
LTU,1995,3629102.0,7921210339.58439,2182.69156931505
LTU,1996,3601613.0,8430207164.43677,2340.67545970008
LTU,1997,3575137.0,10168271903.3233,2844.16286797492
LTU,1998,3549331.0,11289161847.2162,3180.64498555255
LTU,1999,3524238.0,11022095813.552,3127.51176667183
LTU,2000,3499536.0,11550695727.2335,3300.63634928559
LTU,2001,3470818.0,12260761329.3051,3532.52787363242
LTU,2002,3443067.0,14282292664.6004,4148.13091485015
LTU,2003,3415213.0,18809197969.5431,5507.47434187652
LTU,2004,3377075.0,22743164431.1972,6734.57487061946
LTU,2005,3322528.0,26105207115.3129,7857.03148786492
LTU,2006,3269909.0,30116192746.8942,9210.10118229413
LTU,2007,3231294.0,39729151614.6689,12295.1212779366
LTU,2008,3198231.0,47831254207.5223,14955.5345462921
LTU,2009,3162916.0,37494380038.9213,11854.3711053096
LTU,2010,3097282.0,36638128534.0643,11829.122609457
LTU,2011,3028115.0,43186501862.7907,14261.8433787325
LTU,2012,2989139.0,42709372066.8627,14288.1853493139
LTU,2013,2961250.0,46303660422.0434,15636.5252586048
LTU,2014,2937253.0,48306546656.9281,16446.1647181663
LTU,2015,2911109.0,41540954817.2039,14269.8039878287
LTU,2016,2877325.0,42970749245.0336,14934.2702840428
LTU,2017,2842639.0,47756764508.446,16800.1510246099
LTU,2018,2819200.0,54261795148.5372,19247.2315367967
LTU,2019,2811089.0,55122066225.796,19608.7943945553
LTU,2020,2810369.0,57412038533.2718,20428.6478157394
LTU,2021,2808380.0,67037321008.9679,23870.4594851722
LTU,2022,2831639.0,71033884499.7824,25085.784063499
LTU,2023,2871585.0,79789877416.1681,27786.0057829276
LTU,2024,2888278.0,84869215513.3648,29384.0189598663
LUX,1960,313970.0,709941874.044355,2261.17741836594
LUX,1961,316845.0,710163719.406917,2241.36003221423
LUX,1962,320750.0,747846862.209673,2331.55685801925
LUX,1963,324100.0,797902154.238122,2461.90112384487
LUX,1964,327750.0,910877686.268584,2779.18439746326
LUX,1965,331500.0,929477284.788002,2803.85304611765
LUX,1966,333895.0,976717015.461454,2925.22204723477
LUX,1967,334995.0,983052314.930267,2934.52832111007
LUX,1968,335850.0,1075561622.81321,3202.50594852825
LUX,1969,337500.0,1245432991.34271,3690.17182620062
LUX,1970,339171.0,1457768455.02219,4298.03389742102
LUX,1971,342421.0,1518773421.37846,4435.39800823681
LUX,1972,346600.0,1901697369.62698,5486.72062789089
LUX,1973,350450.0,2609875802.11136,7447.21301786664
LUX,1974,355050.0,3183637116.81856,8966.72895879047
LUX,1975,358950.0,3123333333.33333,8701.30473139249
LUX,1976,360731.0,3423586206.89655,9490.6903118849
LUX,1977,361358.0,3789321328.08104,10486.3357891095
LUX,1978,362007.0,4718539771.99949,13034.3882079614
LUX,1979,362856.0,5516982663.73143,15204.3308191994
LUX,1980,364150.0,6019805490.41247,16531.1148988397
LUX,1981,365225.0,5053665797.47936,13837.1299814617
LUX,1982,365525.0,4602316793.21914,12590.9767956204
LUX,1983,365622.0,4524217751.47929,12374.0304234408
LUX,1984,365998.0,4438435492.87908,12126.9391987909
LUX,1985,366706.0,4577211767.10374,12481.9658448559
LUX,1986,368355.0,6685595087.59256,18149.8692500239
LUX,1987,370750.0,8320902215.01891,22443.4314633012
LUX,1988,373450.0,9418167855.18376,25219.3542781732
LUX,1989,377100.0,10037674037.674,26618.0695774968
LUX,1990,381850.0,12778792853.6939,33465.478207919
LUX,1991,387000.0,13834219728.293,35747.3377992066
LUX,1992,392175.0,15518702634.8808,39570.8615665986
LUX,1993,397475.0,15925521222.0149,40066.7242518773
LUX,1994,402925.0,17701798890.7644,43933.235442736
LUX,1995,408625.0,20853093869.7318,51032.349635318
LUX,1996,414225.0,20895314657.9805,50444.3591236175
LUX,1997,419450.0,19563836265.2233,46641.6408754876
LUX,1998,424700.0,20150053345.1878,47445.3810812051
LUX,1999,430475.0,21899317598.8414,50872.4492684624
LUX,2000,436300.0,21230182989.3036,48659.5988753233
LUX,2001,441525.0,21387533703.2327,48440.1420151355
LUX,2002,446175.0,23649833332.1655,53005.7339209179
LUX,2003,451630.0,29667268248.1305,65689.3214536911
LUX,2004,458095.0,35064843792.8993,76544.9170868473
LUX,2005,465158.0,37672280120.4794,80988.1376230858
LUX,2006,472637.0,42910146296.0646,90788.8004876145
LUX,2007,479993.0,51587401415.7872,107475.320297978
LUX,2008,488650.0,58844277701.5258,120422.137934157
LUX,2009,497783.0,54467289897.5582,109419.746953106
LUX,2010,506953.0,56213985987.4168,110885.991378721
LUX,2011,518347.0,61696281326.2453,119025.057203467
LUX,2012,530946.0,59776383527.3602,112584.676270958
LUX,2013,543360.0,65203276466.9763,120000.140729859
LUX,2014,556319.0,68804811897.6445,123678.702143275
LUX,2015,569604.0,60071584216.1375,105462.012584423
LUX,2016,582014.0,62216885435.9488,106899.293549552
LUX,2017,596336.0,65712180342.9836,110193.213797228
LUX,2018,607950.0,71085623495.1145,116926.759593905
LUX,2019,620001.0,69872035113.6469,112696.649059674
LUX,2020,630419.0,73670782100.3909,116860.02817236
LUX,2021,640064.0,86386759695.1653,134965.815442152
LUX,2022,653103.0,80801680397.0139,123719.658915996
LUX,2023,666430.0,88788881539.3937,133230.619178899
LUX,2024,677012.0,93279851863.4062,137781.681659123
LVA,1960,2120979.0,,
LVA,1961,2152681.0,,
LVA,1962,2181586.0,,
LVA,1963,2210919.0,,
LVA,1964,2240623.0,,
LVA,1965,2265919.0,,
LVA,1966,2283217.0,,
LVA,1967,2301220.0,,
LVA,1968,2323619.0,,
LVA,1969,2343173.0,,
LVA,1970,2359164.0,,
LVA,1971,2376389.0,,
LVA,1972,2395674.0,,
LVA,1973,2415819.0,,
LVA,1974,2437186.0,,
LVA,1975,2456130.0,,
LVA,1976,2470989.0,,
LVA,1977,2485073.0,,
LVA,1978,2497921.0,,
LVA,1979,2505953.0,,
LVA,1980,2511701.0,,
LVA,1981,2519421.0,,
LVA,1982,2531080.0,,
LVA,1983,2546011.0,,
LVA,1984,2562047.0,,
LVA,1985,2578873.0,,
LVA,1986,2599892.0,,
LVA,1987,2626583.0,,
LVA,1988,2653434.0,,
LVA,1989,2666955.0,,
LVA,1990,2663151.0,,
LVA,1991,2650581.0,,
LVA,1992,2614338.0,,
LVA,1993,2563290.0,,
LVA,1994,2520742.0,,
LVA,1995,2485056.0,5608208784.9401,2256.77360387054
LVA,1996,2457222.0,5799465288.41246,2360.1714816213
LVA,1997,2432851.0,6349481006.53278,2609.89308697195
LVA,1998,2410019.0,6974112951.26891,2893.79998716563
LVA,1999,2390482.0,7324192889.74297,3063.89794599707
LVA,2000,2367550.0,7761252607.18424,3278.17896440803
LVA,2001,2337170.0,8190888739.6463,3504.61829462397
LVA,2002,2310173.0,9249030241.01864,4003.60935783538
LVA,2003,2287955.0,11244337719.8377,4914.57992829302
LVA,2004,2263122.0,13827070378.5612,6109.73265186817
LVA,2005,2238799.0,16306935905.4138,7283.78738127622
LVA,2006,2218357.0,20434922247.3037,9211.7374468148
LVA,2007,2200325.0,29420499247.7089,13370.9789452508
LVA,2008,2177322.0,34135200994.0067,15677.6080864506
LVA,2009,2141669.0,25691530442.035,11996.0322729773
LVA,2010,2097555.0,23468324572.3343,11188.4191700977
LVA,2011,2059709.0,26575547900.8247,12902.574053337
LVA,2012,2034319.0,27116149948.6683,13329.3499931271
LVA,2013,2012647.0,29152128167.8438,14484.4715282132
LVA,2014,1993782.0,30277203767.4058,15185.814581236
LVA,2015,1977527.0,26344565876.8902,13321.9753140616
LVA,2016,1959537.0,27117105059.5075,13838.5266823272
LVA,2017,1942248.0,29391059767.4259,15132.4958333982
LVA,2018,1927174.0,33247935477.3576,17252.1710428626
LVA,2019,1913822.0,33099503950.847,17294.9751600969
LVA,2020,1900449.0,33379927434.6149,17564.2321549354
LVA,2021,1884490.0,38183326784.9335,20261.8887788916
LVA,2022,1879383.0,38003198508.9107,20221.103686109
LVA,2023,1883710.0,42779550936.838,22710.2637544197
LVA,2024,1866124.0,43684254432.3609,23409.0845154775
MAR,1960,11624933.0,2037154741.93211,174.784133911133
MAR,1961,11931085.0,2025693539.55842,169.318435668945
MAR,1962,12253092.0,2379611124.61442,193.647811889648
MAR,1963,12577502.0,2657252578.30763,210.635650634766
MAR,1964,12898886.0,2798345298.57781,216.263046264648
MAR,1965,13239171.0,2948331090.46752,221.967697143555
MAR,1966,13597065.0,2876401297.10759,210.824432373047
MAR,1967,13968175.0,3046345314.38655,217.304306030273
MAR,1968,14347899.0,3271422332.61996,227.120864868164
MAR,1969,14734255.0,3651622668.95103,246.799652099609
MAR,1970,15129449.0,3956336244.11865,260.26513671875
MAR,1971,15527225.0,4356669034.34266,279.167236328125
MAR,1972,15924692.0,5074117544.77482,317.074066162109
MAR,1973,16326269.0,6242145880.08876,380.527801513672
MAR,1974,16733842.0,7675466449.35531,456.592529296875
MAR,1975,17150786.0,8984853005.08058,521.838928222656
MAR,1976,17574182.0,9584297284.28316,543.368469238281
MAR,1977,18014756.0,11049783871.8144,610.750366210938
MAR,1978,18477385.0,13236946233.5759,712.879638671875
MAR,1979,18955589.0,15911994817.3107,834.812133789063
MAR,1980,19459943.0,21728516153.0907,1109.88220214844
MAR,1981,19985401.0,17788185478.944,884.443237304688
MAR,1982,20520318.0,17692276734.171,856.569763183594
MAR,1983,21060696.0,16251408127.5735,766.529602050781
MAR,1984,21593778.0,14824667954.3674,681.909729003906
MAR,1985,22113953.0,14991283215.7408,673.2900390625
MAR,1986,22600803.0,19462085540.2231,855.169311523438
MAR,1987,23054392.0,21765195948.189,937.457153320313
MAR,1988,23500524.0,25705296183.5037,1086.03527832031
MAR,1989,23939414.0,26314313191.1826,1091.27624511719
MAR,1990,24375551.0,30179954774.9899,1229.07104492188
MAR,1991,24799014.0,32285573573.9185,1292.23376464844
MAR,1992,25212468.0,33711069430.78,1327.02954101563
MAR,1993,25614586.0,31655473663.8348,1226.43054199219
MAR,1994,26000822.0,35604137422.5796,1358.79443359375
MAR,1995,26399429.0,39030285468.3841,1466.78820800781
MAR,1996,26808107.0,43161571527.6353,1596.83239746094
MAR,1997,27213337.0,39147844526.0838,1426.30114746094
MAR,1998,27621648.0,46497608724.9865,1668.49755859375
MAR,1999,28027179.0,46266428648.1433,1635.65673828125
MAR,2000,28423435.0,43017455401.8445,1499.107421875
MAR,2001,28814643.0,43831480207.6444,1506.24523925781
MAR,2002,29198142.0,47077192187.6418,1596.02062988281
MAR,2003,29571415.0,58029363354.2757,1941.87255859375
MAR,2004,29953018.0,66114145451.0067,2183.55541992188
MAR,2005,30358144.0,68852658068.6673,2242.98828125
MAR,2006,30771178.0,75883823300.8545,2438.12646484375
MAR,2007,31186468.0,86947913286.728,2755.5859375
MAR,2008,31606767.0,101822906949.063,3183.20043945313
MAR,2009,32030778.0,101154952240.881,3119.58862304688
MAR,2010,32467016.0,100865329473.44,3067.9853515625
MAR,2011,32912588.0,110080631332.375,3301.98876953125
MAR,2012,33355241.0,106937392311.129,3164.17724609375
MAR,2013,33787571.0,115739287305.08,3379.7431640625
MAR,2014,34204780.0,119130841411.664,3435.40698242188
MAR,2015,34607588.0,110413823841.592,3146.24780273438
MAR,2016,35023457.0,111572947004.917,3140.85546875
MAR,2017,35446392.0,118540573367.844,3296.52661132813
MAR,2018,35839760.0,127341147581.818,3501.69799804688
MAR,2019,36210898.0,128920266409.458,3508.09765625
MAR,2020,36584208.0,121353645057.144,3268.0302734375
MAR,2021,36954442.0,142022058447.231,3785.93627929688
MAR,2022,37329064.0,131245312804.483,3463.1376953125
MAR,2023,37712505.0,146036093666.762,3813.72607421875
MAR,2024,38081173.0,160610994054.734,4153.1943359375
MCO,1960,21808.0,,
MCO,1961,21901.0,,
MCO,1962,22078.0,,
MCO,1963,22385.0,,
MCO,1964,22686.0,,
MCO,1965,22941.0,,
MCO,1966,23131.0,,
MCO,1967,23230.0,,
MCO,1968,23437.0,,
MCO,1969,23831.0,,
MCO,1970,24229.0,293127333.238065,12098.2018753587
MCO,1971,24576.0,327706210.435217,13334.3998386726
MCO,1972,24862.0,402451900.821288,16187.4306500397
MCO,1973,25072.0,523554039.203208,20882.02134665
MCO,1974,25235.0,563949254.114034,22347.8999054501
MCO,1975,25500.0,711978961.893674,27920.7436036735
MCO,1976,25895.0,735324244.667397,28396.3794040315
MCO,1977,26273.0,811191392.224277,30875.4764291964
MCO,1978,26605.0,1000555218.03209,37607.7886875432
MCO,1979,26892.0,1209870147.49099,44989.9653239249
MCO,1980,27122.0,1378175524.11186,50813.9342272643
MCO,1981,27293.0,1205188647.93163,44157.4267369518
MCO,1982,27561.0,1143216456.56796,41479.49844229
MCO,1983,27960.0,1092560364.51959,39075.8356409009
MCO,1984,28356.0,1037329604.35108,36582.3672009832
MCO,1985,28731.0,1082867507.33142,37689.8648613491
MCO,1986,29093.0,1515234743.47367,52082.4508807502
MCO,1987,29446.0,1839081463.27676,62456.0708848997
MCO,1988,29781.0,2000704744.91538,67180.5763713568
MCO,1989,30084.0,2010083833.1726,66815.7104498273
MCO,1990,30358.0,2481307077.10989,81734.8664968011
MCO,1991,30625.0,2480540845.33242,80997.2520924871
MCO,1992,30887.0,2737049230.70442,88614.926367223
MCO,1993,31136.0,2574494355.73357,82685.4559266948
MCO,1994,31375.0,2720332134.53623,86703.8130529474
MCO,1995,31609.0,3130309995.30848,99032.2375054091
MCO,1996,31837.0,3137886994.52207,98561.0137425657
MCO,1997,32063.0,2840195190.36905,88581.7044683607
MCO,1998,32267.0,2934593467.68589,90947.2051224438
MCO,1999,32410.0,2907118641.17756,89698.1993575302
MCO,2000,32455.0,2654462665.26893,81789.0206522549
MCO,2001,32447.0,2673723033.71239,82402.7809570189
MCO,2002,32422.0,2919647981.81473,90051.4459877468
MCO,2003,32374.0,3597089750.78276,111110.451312249
MCO,2004,32307.0,4043551488.82603,125160.228087598
MCO,2005,32210.0,4204652898.73103,130538.742587117
MCO,2006,32057.0,4586826512.71356,143083.461107202
MCO,2007,31837.0,5875790766.2621,184558.556593338
MCO,2008,31836.0,6502942244.93068,204263.797114294
MCO,2009,32364.0,5474379252.34114,169150.267344616
MCO,2010,33163.0,5367561569.59548,161853.920622244
MCO,2011,33946.0,6088689808.38347,179363.984221513
MCO,2012,34711.0,5742749294.00852,165444.651378771
MCO,2013,35447.0,6555591709.88585,184940.663804718
MCO,2014,36128.0,7070017323.65476,195693.570738894
MCO,2015,36757.0,6264756528.37691,170437.101188261
MCO,2016,37276.0,6471290793.55029,173604.753555915
MCO,2017,37678.0,6430254652.58934,170663.375247872
MCO,2018,38154.0,7184333936.01355,188298.315668437
MCO,2019,38109.0,7383496254.23721,193746.785647412
MCO,2020,38050.0,6730736282.78961,176891.886538492
MCO,2021,38527.0,8623242743.29564,223823.363960226
MCO,2022,38931.0,8800430486.17137,226052.001905201
MCO,2023,38956.0,10003892565.2005,256799.788612806
MCO,2024,38631.0,11125783372.4794,288001.433369041
MDA,1960,2058020.0,,
MDA,1961,2103327.0,,
MDA,1962,2147227.0,,
MDA,1963,2188895.0,,
MDA,1964,2228000.0,,
MDA,1965,2265287.0,,
MDA,1966,2301871.0,,
MDA,1967,2337695.0,,
MDA,1968,2373073.0,,
MDA,1969,2408469.0,,
MDA,1970,2437590.0,,
MDA,1971,2460611.0,,
MDA,1972,2484742.0,,
MDA,1973,2510584.0,,
MDA,1974,2538164.0,,
MDA,1975,2566998.0,,
MDA,1976,2596491.0,,
MDA,1977,2626298.0,,
MDA,1978,2656211.0,,
MDA,1979,2683035.0,,
MDA,1980,2708675.0,,
MDA,1981,2735987.0,,
MDA,1982,2763101.0,,
MDA,1983,2791207.0,,
MDA,1984,2820518.0,,
MDA,1985,2850787.0,,
MDA,1986,2883057.0,,
MDA,1987,2916306.0,,
MDA,1988,2948891.0,,
MDA,1989,2970039.0,,
MDA,1990,2977912.0,3592857043.05057,1206.50208704977
MDA,1991,2981566.0,3094565870.64237,1037.89950336245
MDA,1992,2980965.0,2319243435.96096,778.017667420102
MDA,1993,2975966.0,2371813323.57343,796.989388848336
MDA,1994,2966745.0,1702314267.59123,573.798647201304
MDA,1995,2953200.0,1752999370.46158,593.593177049161
MDA,1996,2947293.0,1695122173.91304,575.145455139019
MDA,1997,2936413.0,1930081168.83117,657.29213459795
MDA,1998,2935227.0,1698717504.65549,578.734627562193
MDA,1999,2930622.0,1170782957.37443,399.499818596336
MDA,2000,2924668.0,1288429391.79951,440.538683980372
MDA,2001,2918135.0,1480673594.05602,507.404076252819
MDA,2002,2911385.0,1661818168.4226,570.799866188293
MDA,2003,2903198.0,1980907434.76826,682.319095965299
MDA,2004,2896023.0,2598249555.89984,897.178494749468
MDA,2005,2888985.0,2988342907.03096,1034.39197746993
MDA,2006,2880967.0,3408255450.5509,1183.02481442894
MDA,2007,2874299.0,4401173151.93767,1531.21618590748
MDA,2008,2868833.0,6054824248.24221,2110.55305353857
MDA,2009,2865213.0,5439434271.78807,1898.43975710988
MDA,2010,2862354.0,6974982369.60155,2436.79935102421
MDA,2011,2860699.0,8414352020.49442,2941.36224066021
MDA,2012,2860324.0,8709138634.82921,3044.8084324815
MDA,2013,2859558.0,9496717875.51932,3321.04397795719
MDA,2014,2857815.0,9402090137.7423,3289.95758568777
MDA,2015,2835978.0,7797667196.73087,2749.55137054338
MDA,2016,2803186.0,7980917075.7748,2847.08794770479
MDA,2017,2755189.0,9514404016.20949,3453.26727720294
MDA,2018,2707203.0,11252353420.8798,4156.44981956646
MDA,2019,2664224.0,11736797054.6965,4405.33418162155
MDA,2020,2635130.0,11530746234.4492,4375.7788930524
MDA,2021,2595809.0,13691869264.0794,5274.60582195352
MDA,2022,2528654.0,14525337523.7271,5744.29618434435
MDA,2023,2457783.0,16711906746.2133,6799.58594644576
MDA,2024,2402306.0,18200340853.6517,7576.19589413326
MEX,1960,36724615.0,13040000000.0,355.075199563018
MEX,1961,37890118.0,14160000000.0,373.712216995471
MEX,1962,39129200.0,15200000000.0,388.456702411498
MEX,1963,40424065.0,16960000000.0,419.552066324849
MEX,1964,41772049.0,20080000000.0,480.704214437745
MEX,1965,43174477.0,21840000000.0,505.854419498816
MEX,1966,44629106.0,24320000000.0,544.935854193449
MEX,1967,46129608.0,26560000000.0,575.769037534418
MEX,1968,47668303.0,29360000000.0,615.922912128842
MEX,1969,49233194.0,32480000000.0,659.71750685117
MEX,1970,50814953.0,35520000000.0,699.006845485029
MEX,1971,52412558.0,39200000000.0,747.912361003254
MEX,1972,54030168.0,45200000000.0,836.569673446138
MEX,1973,55667284.0,55280000000.0,993.042879548426
MEX,1974,57320149.0,72000000000.0,1256.10280601329
MEX,1975,58982400.0,88000000000.0,1491.97048611111
MEX,1976,60645512.0,88875923765.072,1465.49877862474
MEX,1977,62308493.0,81912018783.5024,1314.62044481645
MEX,1978,63979046.0,102648570299.117,1604.40920452482
MEX,1979,65648865.0,134531900898.926,2049.26468871816
MEX,1980,67300334.0,205577055465.993,3054.62162291784
MEX,1981,68892108.0,263797827860.494,3829.14437544129
MEX,1982,70433260.0,184602611609.517,2620.95793392947
MEX,1983,71971240.0,156167000432.994,2169.85285279223
MEX,1984,73506846.0,184230754105.394,2506.30742754755
MEX,1985,75043414.0,195241069482.077,2601.70825226684
MEX,1986,76585637.0,134556034672.991,1756.93563367491
MEX,1987,78136651.0,147542558208.888,1888.2631431041
MEX,1988,79695531.0,181611150496.787,2278.81222720992
MEX,1989,81247182.0,221403098266.77,2725.05572275442
MEX,1990,82820170.0,261253675692.838,3154.46920349038
MEX,1991,84430572.0,313139656145.745,3708.8420548157
MEX,1992,86044809.0,363157832923.734,4220.56643677057
MEX,1993,87653807.0,530160763662.543,6048.34840388099
MEX,1994,89259205.0,553618247900.74,6202.36588372862
MEX,1995,90862455.0,380157469866.849,4183.87847727479
MEX,1996,92452702.0,432157945024.428,4674.36792733681
MEX,1997,94021207.0,523449530464.257,5567.35599516667
MEX,1998,95575245.0,557461102630.658,5832.69342004468
MEX,1999,97115707.0,631249359702.389,6499.97182950425
MEX,2000,98625552.0,742061329749.127,7524.0271380091
MEX,2001,100099099.0,796064590549.136,7952.76479510706
MEX,2002,101548624.0,810666116401.915,7983.03398381759
MEX,2003,102978515.0,765549967703.273,7434.0746485155
MEX,2004,104394131.0,819459227375.022,7849.66759649565
MEX,2005,105811504.0,917571853529.104,8671.75891885163
MEX,2006,107253666.0,1020265057882.01,9512.63575346699
MEX,2007,108774360.0,1102355554971.95,10134.3327138119
MEX,2008,110374288.0,1161553459715.1,10523.7685403244
MEX,2009,111999721.0,943437415024.633,8423.56933214711
MEX,2010,113623895.0,1105424238731.09,9728.80078377082
MEX,2011,115243504.0,1229013703416.76,10664.4944032313
MEX,2012,116818208.0,1255110424817.79,10744.1335242686
MEX,2013,118343573.0,1327436290282.67,11216.8008505428
MEX,2014,119784261.0,1364507717614.13,11391.3773497683
MEX,2015,121072306.0,1213294467716.88,10021.2386118827
MEX,2016,122251351.0,1112233497452.7,9097.92397674769
MEX,2017,123400057.0,1190721475906.0,9649.27816772402
MEX,2018,124573711.0,1256300182879.73,10084.7937562021
MEX,2019,125762982.0,1304106203902.45,10369.5553585271
MEX,2020,126799054.0,1121064767308.42,8841.27075039868
MEX,2021,127648148.0,1316569466685.95,10314.0506722115
MEX,2022,128613117.0,1466934724293.06,11405.7940473759
MEX,2023,129739759.0,1798317581486.88,13860.9597809326
MEX,2024,130861007.0,1856365616165.94,14185.7812248529
MKD,1960,1435059.0,,
MKD,1961,1455171.0,,
MKD,1962,1471745.0,,
MKD,1963,1488737.0,,
MKD,1964,1510900.0,,
MKD,1965,1533466.0,,
MKD,1966,1557349.0,,
MKD,1967,1582492.0,,
MKD,1968,1608930.0,,
